Station Name,OTTAWA INTL A,http://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2011-12-14%7C2019-02-11&dlyRange=2011-12-15%7C2019-02-11&mlyRange=%7C&StationID=49568&Prov=ON&urlExtension=_e.html&searchType=stnName&optLimit=yearRange&StartYear=1840&EndYear=2019&selRowPerPage=25&Line=14&searchMethod=contains&Month=12&Day=12&txtStationName=ottawa&timeframe=2&Year=2018,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2017,2017,7,23,,21.1,,15.8,,18.5,,0,,0.5,,0.6,,0,,0.6,,,,9,,32,
24/07/2017,2017,7,24,,17.5,,13.2,,15.4,,2.6,,0,,79,,0,,79,,,,6,,52,
25/07/2017,2017,7,25,,23.2,,11.9,,17.6,,0.4,,0,,2,,0,,2,,,,5,,41,
26/07/2017,2017,7,26,,22.1,,10.9,,16.5,,1.5,,0,,0.4,,0,,0.4,,,,,,<31,
27/07/2017,2017,7,27,,25.9,,16.4,,21.2,,0,,3.2,,1.8,,0,,1.8,,,,34,,48,
28/07/2017,2017,7,28,,23.7,,12.5,,18.1,,0,,0.1,,0,,0,,0,,,,34,,41,
29/07/2017,2017,7,29,,25.4,,10.9,,18.2,,0,,0.2,,0,,0,,0,,,,33,,43,
30/07/2017,2017,7,30,,28.9,,11,,20,,0,,2,,0,,0,,0,,,,1,,33,
31/07/2017,2017,7,31,,28,,13.9,,21,,0,,3,,0,,0,,0,,,,33,,32,
01/08/2017,2017,8,1,,28.9,,14,,21.5,,0,,3.5,,0,,0,,0,,,,,,<31,
02/08/2017,2017,8,2,,30.4,,17,,23.7,,0,,5.7,,0,,0,,0,,,,31,,46,
03/08/2017,2017,8,3,,26.5,,16.3,,21.4,,0,,3.4,,0,,0,,0,,,,,,<31,
04/08/2017,2017,8,4,,28.8,,17.4,,23.1,,0,,5.1,,4.6,,0,,4.6,,,,19,,39,
05/08/2017,2017,8,5,,23.5,,13.8,,18.7,,0,,0.7,,1.8,,0,,1.8,,,,23,,52,
06/08/2017,2017,8,6,,22,,10.6,,16.3,,1.7,,0,,0,,0,,0,,,,29,,54,
07/08/2017,2017,8,7,,21.9,,10.2,,16.1,,1.9,,0,,0,,0,,0,,,,,,<31,
08/08/2017,2017,8,8,,24.8,,12.3,,18.6,,0,,0.6,,0,T,0,,0,T,,,30,,39,
09/08/2017,2017,8,9,,24.3,,13.8,,19.1,,0,,1.1,,0,,0,,0,,,,32,,39,
10/08/2017,2017,8,10,,25.8,,13.1,,19.5,,0,,1.5,,1.4,,0,,1.4,,,,18,,41,
11/08/2017,2017,8,11,,27.6,,14.3,,21,,0,,3,,1,,0,,1,,,,18,,37,
12/08/2017,2017,8,12,,27.3,,16.2,,21.8,,0,,3.8,,14.6,,0,,14.6,,,,32,,57,
13/08/2017,2017,8,13,,26.1,,15.2,,20.7,,0,,2.7,,0,,0,,0,,,,26,,35,
14/08/2017,2017,8,14,,26.7,,14,,20.4,,0,,2.4,,0.8,,0,,0.8,,,,23,,33,
15/08/2017,2017,8,15,,25.2,,15.9,,20.6,,0,,2.6,,0.4,,0,,0.4,,,,22,,32,
16/08/2017,2017,8,16,,23.6,,11.6,,17.6,,0.4,,0,,0,,0,,0,,,,35,,37,
17/08/2017,2017,8,17,,26,,10.4,,18.2,,0,,0.2,,1.8,,0,,1.8,,,,10,,35,
18/08/2017,2017,8,18,,25.2,,16.1,,20.7,,0,,2.7,,18,,0,,18,,,,7,,33,
19/08/2017,2017,8,19,,23.9,,16.6,,20.3,,0,,2.3,,0.8,,0,,0.8,,,,24,,37,
20/08/2017,2017,8,20,,26.7,,13.6,,20.2,,0,,2.2,,0,,0,,0,,,,27,,32,
21/08/2017,2017,8,21,,28.2,,16.2,,22.2,,0,,4.2,,0,,0,,0,,,,20,,37,
22/08/2017,2017,8,22,,25.6,,16.4,,21,,0,,3,,30.2,,0,,30.2,,,,26,,63,
23/08/2017,2017,8,23,,22.7,,12,,17.4,,0.6,,0,,0,,0,,0,,,,25,,43,
24/08/2017,2017,8,24,,20.5,,10.3,,15.4,,2.6,,0,,0,,0,,0,,,,29,,39,
25/08/2017,2017,8,25,,20.3,,8.2,,14.3,,3.7,,0,,0,,0,,0,,,,30,,37,
26/08/2017,2017,8,26,,21.9,,7,,14.5,,3.5,,0,,0,,0,,0,,,,,,<31,
27/08/2017,2017,8,27,,23,,8.3,,15.7,,2.3,,0,,0,,0,,0,,,,,,<31,
28/08/2017,2017,8,28,,24.3,,9.2,,16.8,,1.2,,0,,0,,0,,0,,,,10,,35,
29/08/2017,2017,8,29,,24.8,,11.7,,18.3,,0,,0.3,,0,,0,,0,,,,,,<31,
30/08/2017,2017,8,30,,24.3,,9.1,,16.7,,1.3,,0,,0.2,,0,,0.2,,,,36,,46,
31/08/2017,2017,8,31,,15.3,,5.3,,10.3,,7.7,,0,,0,,0,,0,,,,33,,50,
01/09/2017,2017,9,1,,17.1,,4.7,,10.9,,7.1,,0,,0,,0,,0,,,,32,,48,
02/09/2017,2017,9,2,,20.3,,2.2,,11.3,,6.7,,0,,0,,0,,0,,,,9,,37,
03/09/2017,2017,9,3,,13.9,,10.2,,12.1,,5.9,,0,,8.4,,0,,8.4,,,,9,,32,
04/09/2017,2017,9,4,,23.1,,10.3,,16.7,,1.3,,0,,11.2,,0,,11.2,,,,18,,46,
05/09/2017,2017,9,5,,20.8,,12.9,,16.9,,1.1,,0,,0.6,,0,,0.6,,,,30,,37,
06/09/2017,2017,9,6,,19.4,,11.5,,15.5,,2.5,,0,,0,,0,,0,,,,,,<31,
07/09/2017,2017,9,7,,20.6,,9.2,,14.9,,3.1,,0,,21.8,,0,,21.8,,,,28,,56,
08/09/2017,2017,9,8,,16.7,,8.5,,12.6,,5.4,,0,,2.2,,0,,2.2,,,,31,,46,
09/09/2017,2017,9,9,,19.2,,7.1,,13.2,,4.8,,0,,0,,0,,0,,,,31,,37,
10/09/2017,2017,9,10,,20.4,,6.4,,13.4,,4.6,,0,,0,,0,,0,,,,,,<31,
11/09/2017,2017,9,11,,23,,6.8,,14.9,,3.1,,0,,0,,0,,0,,,,,,<31,
12/09/2017,2017,9,12,,25.5,,9.1,,17.3,,0.7,,0,,0,,0,,0,,,,24,,32,
13/09/2017,2017,9,13,,26.7,,10.2,,18.5,,0,,0.5,,0,,0,,0,,,,,,<31,
14/09/2017,2017,9,14,,27.4,,11.1,,19.3,,0,,1.3,,0,,0,,0,,,,,,<31,
15/09/2017,2017,9,15,,27.2,,13.1,,20.2,,0,,2.2,,0,,0,,0,,,,,,<31,
16/09/2017,2017,9,16,,27.1,,14.1,,20.6,,0,,2.6,,0,,0,,0,,,,29,,32,
17/09/2017,2017,9,17,,28.5,,14.7,,21.6,,0,,3.6,,0,,0,,0,,,,,,<31,
18/09/2017,2017,9,18,,28,,13.1,,20.6,,0,,2.6,,0,,0,,0,,,,,,<31,
19/09/2017,2017,9,19,,28,,14.6,,21.3,,0,,3.3,,0,,0,,0,,,,,,<31,
20/09/2017,2017,9,20,,27.4,,17.2,,22.3,,0,,4.3,,0,,0,,0,,,,,,<31,
21/09/2017,2017,9,21,,26.3,,13.7,,20,,0,,2,,0,,0,,0,,,,,,<31,
22/09/2017,2017,9,22,,27.1,,12.4,,19.8,,0,,1.8,,0,,0,,0,,,,,,<31,
23/09/2017,2017,9,23,,29.3,,13.3,,21.3,,0,,3.3,,0,,0,,0,,,,,,<31,
24/09/2017,2017,9,24,,31.8,,18.3,,25.1,,0,,7.1,,0,,0,,0,,,,,,<31,
25/09/2017,2017,9,25,,33,,16,,24.5,,0,,6.5,,0,,0,,0,,,,,,<31,
26/09/2017,2017,9,26,,30.5,,17.5,,24,,0,,6,,0,,0,,0,,,,,,<31,
27/09/2017,2017,9,27,,30.7,,15.1,,22.9,,0,,4.9,,5.6,,0,,5.6,,,,30,,57,
28/09/2017,2017,9,28,,16.3,,6.5,,11.4,,6.6,,0,,0,,0,,0,,,,34,,41,
29/09/2017,2017,9,29,,16.1,,3.8,,10,,8,,0,,1,,0,,1,,,,1,,33,
30/09/2017,2017,9,30,,14.7,,3.5,,9.1,,8.9,,0,,0,,0,,0,,,,0,,32,
01/10/2017,2017,10,1,,18.1,,1.8,,10,,8,,0,,0,,0,,0,,,,,,<31,
02/10/2017,2017,10,2,,20.2,,2.5,,11.4,,6.6,,0,,0,,0,,0,,,,,,<31,
03/10/2017,2017,10,3,,23.3,,4.7,,14,,4,,0,,0,,0,,0,,,,19,,37,
04/10/2017,2017,10,4,,23.1,,12.5,,17.8,,0.2,,0,,9.4,,0,,9.4,,,,21,,43,
05/10/2017,2017,10,5,,19.8,,8.7,,14.3,,3.7,,0,,0,,0,,0,,,,26,,43,
06/10/2017,2017,10,6,,19.4,,8.3,,13.9,,4.1,,0,,0,,0,,0,,,,,,<31,
07/10/2017,2017,10,7,,21.4,,7.2,,14.3,,3.7,,0,,3.2,,0,,3.2,,,,19,,32,
08/10/2017,2017,10,8,,23.4,,13.3,,18.4,,0,,0.4,,4.8,,0,,4.8,,,,23,,63,
09/10/2017,2017,10,9,,17.3,,11.9,,14.6,,3.4,,0,,6.8,,0,,6.8,,,,10,,33,
10/10/2017,2017,10,10,,19.8,,10.4,,15.1,,2.9,,0,,0,,0,,0,,,,30,,39,
11/10/2017,2017,10,11,,10.3,,4.3,,7.3,,10.7,,0,,0,,0,,0,,,,,,<31,
12/10/2017,2017,10,12,,15.7,,1.1,,8.4,,9.6,,0,,0,,0,,0,,,,7,,41,
13/10/2017,2017,10,13,,15.8,,3.4,,9.6,,8.4,,0,,1,,0,,1,,,,17,,35,
14/10/2017,2017,10,14,,16.8,E,,M,,M,,M,,M,2.2,,0,,2.2,,,,,,<31,
15/10/2017,2017,10,15,,21.6,,5.9,,13.8,,4.2,,0,,16.4,,0,,16.4,,,,27,,96,
16/10/2017,2017,10,16,,7.5,,-2.6,,2.5,,15.5,,0,,0.2,,0,,0.2,,,,31,,39,
17/10/2017,2017,10,17,,15.9,,-0.9,,7.5,,10.5,,0,,0,,0,,0,,,,22,,50,
18/10/2017,2017,10,18,,20.5,,5.5,,13,,5,,0,,0,,0,,0,,,,22,,33,
19/10/2017,2017,10,19,,20.8,,8.8,,14.8,,3.2,,0,,0,,0,,0,,,,24,,59,
20/10/2017,2017,10,20,,18.9,,5,,12,,6,,0,,0,,0,,0,,,,28,,33,
21/10/2017,2017,10,21,,22.4,,7.9,,15.2,,2.8,,0,,0,,0,,0,,,,,,<31,
22/10/2017,2017,10,22,,21.9,E,5.9,E,13.9,E,4.1,E,0,E,,M,,M,0,E,,,,M,,M
23/10/2017,2017,10,23,,21.2,,6.7,,14,,4,,0,,0,,0,,0,,,,19,,39,
24/10/2017,2017,10,24,,19,,11.4,,15.2,,2.8,,0,,12.2,,0,,12.2,,,,11,,44,
25/10/2017,2017,10,25,,14.6,,4.7,,9.7,,8.3,,0,,0,T,0,,0,T,,,20,,44,
26/10/2017,2017,10,26,,11.8,,2.4,,7.1,,10.9,,0,,0,,0,,0,,,,28,,37,
27/10/2017,2017,10,27,,11.1,,3,,7.1,,10.9,,0,,0,,0,,0,,,,28,,33,
28/10/2017,2017,10,28,,18.9,,3.7,,11.3,,6.7,,0,,7.6,,0,,7.6,,,,18,,37,
29/10/2017,2017,10,29,,10,,6.3,,8.2,,9.8,,0,,39,,0,,39,,,,5,,32,
30/10/2017,2017,10,30,,10.5,,5,,7.8,,10.2,,0,,56,,0,,56,,,,26,,78,
31/10/2017,2017,10,31,,10.4,,0.4,,5.4,,12.6,,0,,0,T,0,,0,T,,,22,,57,
01/11/2017,2017,11,1,,6.1,,-2.2,,2,,16,,0,,7.4,,0,,7.4,,,,,,<31,
02/11/2017,2017,11,2,,13.9,,4.2,,9.1,,8.9,,0,,26.6,,0,,26.6,,,,18,,33,
03/11/2017,2017,11,3,,13.7,,0.2,,7,,11,,0,,7.8,,0,,7.8,,,,31,,59,
04/11/2017,2017,11,4,,4.9,,-2.2,,1.4,,16.6,,0,,0,,0,T,0,T,,,8,,41,
05/11/2017,2017,11,5,,13.7,,2.1,,7.9,,10.1,,0,,11,,0,,11,,,,8,,39,
06/11/2017,2017,11,6,,14.1,,1.1,,7.6,,10.4,,0,,0.4,,0,,0.4,,,,31,,50,
07/11/2017,2017,11,7,,5.8,,-5,,0.4,,17.6,,0,,0,,0,,0,,,,33,,35,
08/11/2017,2017,11,8,,,M,-0.2,E,,M,,M,,M,,M,0,,,M,,,21,,33,
09/11/2017,2017,11,9,,7.5,,-4.9,,1.3,,16.7,,0,,1.6,,1,,2.6,,0,T,28,,69,
10/11/2017,2017,11,10,,-4.9,,-11.3,,-8.1,,26.1,,0,,0,,0,T,0,T,0,T,27,,67,
11/11/2017,2017,11,11,,-2.1,,-11.8,,-7,,25,,0,,0,,0,,0,,0,T,32,,41,
12/11/2017,2017,11,12,,3.2,,-5.1,,-1,,19,,0,,0,,0,,0,,,,,,<31,
13/11/2017,2017,11,13,,0.8,,-1.7,,-0.5,,18.5,,0,,0,,0,,0,,,,,,<31,
14/11/2017,2017,11,14,,1.6,,-2.6,,-0.5,,18.5,,0,,0,,0,,0,,,,,,<31,
15/11/2017,2017,11,15,,6.9,,-5.9,,0.5,,17.5,,0,,0,,0,T,0,T,,,13,,39,
16/11/2017,2017,11,16,,6.9,,-2.2,,2.4,,15.6,,0,,3.2,,0,T,3.2,,,,31,,59,
17/11/2017,2017,11,17,,-0.9,,-7.8,,-4.4,,22.4,,0,,0,,0,,0,,,,31,,57,
18/11/2017,2017,11,18,,-0.6,,-6,,-3.3,,21.3,,0,,3.6,,0.2,,3.8,,,,8,,39,
19/11/2017,2017,11,19,,-0.1,,-6.3,,-3.2,,21.2,,0,,0,,5.6,,3.2,,2,,28,,61,
20/11/2017,2017,11,20,,-3.7,,-9.1,,-6.4,,24.4,,0,,0,,0.4,,0.2,,5,,29,,48,
21/11/2017,2017,11,21,,8.7,,-5,,1.9,,16.1,,0,,1.6,,0,,1.6,,0,T,20,,46,
22/11/2017,2017,11,22,,4.5,,-8.3,,-1.9,,19.9,,0,,0.4,,1.2,,1,,0,T,31,,39,
23/11/2017,2017,11,23,,1.8,,-9.6,,-3.9,,21.9,,0,,0,,0,T,0,T,0,T,21,,35,
24/11/2017,2017,11,24,,8.2,,0.5,,4.4,,13.6,,0,,0,,0,,0,,0,T,21,,52,
25/11/2017,2017,11,25,,7.5,,0.6,,4.1,,13.9,,0,,8,,0,T,8,,,,21,,52,
26/11/2017,2017,11,26,,0.6,,-5.2,,-2.3,,20.3,,0,,0,,5,,3.6,,0,T,34,,46,
27/11/2017,2017,11,27,,-1,,-14.2,,-7.6,,25.6,,0,,0,,0,T,0,T,4,,31,,48,
28/11/2017,2017,11,28,,11,,-13.7,,-1.4,,19.4,,0,,0.2,,0,,0.2,,4,,20,,63,
29/11/2017,2017,11,29,,10.5,,-8.5,,1,,17,,0,,0.2,,0,T,0.2,,,,32,,61,
30/11/2017,2017,11,30,,4.3,,-8.2,,-2,,20,,0,,4.4,,0,T,4.4,,,,,,<31,
01/12/2017,2017,12,1,,3.7,,-0.6,,1.6,,16.4,,0,,0,T,0,,0,T,,,,,<31,
02/12/2017,2017,12,2,,5.1,,-0.5,,2.3,,15.7,,0,,0,,0,T,0,T,,,,,<31,
03/12/2017,2017,12,3,,3.7,,-3.3,,0.2,,17.8,,0,,0,,0,,0,,,,,,<31,
04/12/2017,2017,12,4,,3.7,,-2.1,,0.8,,17.2,,0,,0,T,0,,0,T,,,9,,43,
05/12/2017,2017,12,5,,10.6,,3,,6.8,,11.2,,0,,5.8,,0,T,5.8,,,,23,,70,
06/12/2017,2017,12,6,,4.2,,-1.2,,1.5,,16.5,,0,,0,,0,T,0,T,,,24,,57,
07/12/2017,2017,12,7,,0.5,,-4.8,,-2.2,,20.2,,0,,0,,0.4,,0.4,,0,T,24,,37,
08/12/2017,2017,12,8,,0.3,,-4.5,,-2.1,,20.1,,0,,0,,0,T,0,T,,,24,,54,
09/12/2017,2017,12,9,,-0.3,,-6.3,,-3.3,,21.3,,0,,0,,3.4,,1.6,,0,T,,,<31,
10/12/2017,2017,12,10,,-2.6,,-10.5,,-6.6,,24.6,,0,,0,,1.2,,0.6,,4,,29,,44,
11/12/2017,2017,12,11,,-10.4,,-16.9,,-13.7,,31.7,,0,,0,,1,,0.4,,4,,,,<31,
12/12/2017,2017,12,12,,-6.4,,-11.1,,-8.8,,26.8,,0,,0,,17,,9.8,,10,,7,,44,
13/12/2017,2017,12,13,,-10.3,,-17.5,,-13.9,,31.9,,0,,0,,0.8,,0.2,,20,,28,,57,
14/12/2017,2017,12,14,,-14.5,,-22,,-18.3,,36.3,,0,,0,,0,,0,,19,,29,,39,
15/12/2017,2017,12,15,,-11.3,,-23.2,,-17.3,,35.3,,0,,0,,5,,1.8,,19,,,,<31,
16/12/2017,2017,12,16,,-8.9,,-20.1,,-14.5,,32.5,,0,,0,,1,,0.6,,24,,30,,41,
17/12/2017,2017,12,17,,-13.6,,-24,,-18.8,,36.8,,0,,0,,0,,0,,22,,,,<31,
18/12/2017,2017,12,18,,-9.7,,-15.8,,-12.8,,30.8,,0,,0,,8.6,,4.2,,20,,,,<31,
19/12/2017,2017,12,19,,4.1,,-10.1,,-3,,21,,0,,1,,8.8,,6.2,,36,,29,,54,
20/12/2017,2017,12,20,,-0.2,,-14.1,,-7.2,,25.2,,0,,0,,0,T,0,T,20,,29,,57,
21/12/2017,2017,12,21,,-10.9,,-16,,-13.5,,31.5,,0,,0,,0,,0,,18,,,,<31,
22/12/2017,2017,12,22,,-11.8,,-15.7,,-13.8,,31.8,,0,,0,,2.4,,1.2,,18,,5,,39,
23/12/2017,2017,12,23,,-7,,-11.7,,-9.4,,27.4,,0,,0,,9.6,,6.4,,19,,,,<31,
24/12/2017,2017,12,24,,-6.5,,-14.8,,-10.7,,28.7,,0,,0.4,,0.4,,0.4,,26,,6,,44,
25/12/2017,2017,12,25,,-6.5,,-9.4,,-8,,26,,0,,0,,10,,5.6,,24,,7,,52,
26/12/2017,2017,12,26,,-8.4,,-22.3,,-15.4,,33.4,,0,,0,,0,T,0,,33,,29,,46,
27/12/2017,2017,12,27,,-20,,-25.8,,-22.9,,40.9,,0,,0,,0,,0,,33,,32,,44,
28/12/2017,2017,12,28,,-20.8,,-26.8,,-23.8,,41.8,,0,,0,,0,,0,,33,,28,,33,
29/12/2017,2017,12,29,,-18.7,,-25.9,,-22.3,,40.3,,0,,0,,0,T,0,T,33,,,,<31,
30/12/2017,2017,12,30,,-17.2,,-26.6,,-21.9,,39.9,,0,,0,,1.2,,0.8,,33,,33,,37,
31/12/2017,2017,12,31,,-20,,-24.6,,-22.3,,40.3,,0,,0,,0,,0,,34,,29,,35,
01/01/2018,2018,1,1,,-18.9,,-30.2,,-24.6,,42.6,,0,,0,,0,T,0,T,33,,,,<31,
02/01/2018,2018,1,2,,-7.1,,-27.2,,-17.2,,35.2,,0,,0,,2.6,,1.6,,33,,22,,50,
03/01/2018,2018,1,3,,-6.9,,-10,,-8.5,,26.5,,0,,0,,0,T,0,T,35,,20,,46,
04/01/2018,2018,1,4,,-7.8,,-20.2,,-14,,32,,0,,0,,5,,1,,35,,31,,57,
05/01/2018,2018,1,5,,-20.2,,-25.2,,-22.7,,40.7,,0,,0,,0,T,0,T,35,,29,,63,
06/01/2018,2018,1,6,,-21.2,,-25.6,,-23.4,,41.4,,0,,0,,0,,0,,35,,29,,56,
07/01/2018,2018,1,7,,-9.3,,-27.9,,-18.6,,36.6,,0,,0,,9,,5,,35,,17,,32,
08/01/2018,2018,1,8,,1.1,,-9.3,,-4.1,,22.1,,0,,0,,10.2,,8,,50,,27,,43,
09/01/2018,2018,1,9,,0,,-14,,-7,,25,,0,,0,,0,T,0,T,48,,28,,54,
10/01/2018,2018,1,10,,-0.8,,-18.2,,-9.5,,27.5,,0,,0.6,,0,T,0.6,,47,,9,,32,
11/01/2018,2018,1,11,,9.3,,-1.6,,3.9,,14.1,,0,,9.6,,0,,9.6,,45,,21,,41,
12/01/2018,2018,1,12,,11.9,,-13,,-0.6,,18.6,,0,,7.4,,8.6,,14.6,,16,,33,,59,
13/01/2018,2018,1,13,,-12.9,,-20.9,,-16.9,,34.9,,0,,0,,8.2,,4.8,,22,,32,,56,
14/01/2018,2018,1,14,,-16,,-27.2,,-21.6,,39.6,,0,,0,,0,,0,,20,,,,<31,
15/01/2018,2018,1,15,,-15.2,,-24.4,,-19.8,,37.8,,0,,0,,0.2,,0.2,,20,,8,,39,
16/01/2018,2018,1,16,,-11.1,,-17.3,,-14.2,,32.2,,0,,0,,3.4,,2,,19,,,,<31,
17/01/2018,2018,1,17,,-5.4,,-17.7,,-11.6,,29.6,,0,,0,,2,,0.4,,18,,21,,37,
18/01/2018,2018,1,18,,-4.6,,-7,,-5.8,,23.8,,0,,0,,0.6,,0,T,18,,21,,46,
19/01/2018,2018,1,19,,0.4,,-5.2,,-2.4,,20.4,,0,,0,,0,T,0,T,15,,22,,39,
20/01/2018,2018,1,20,,5.5,,-0.4,,2.6,,15.4,,0,,0,,0,,0,,14,,23,,48,
21/01/2018,2018,1,21,,1.4,,-3.5,,-1.1,,19.1,,0,,,M,0.4,,0.4,,11,,,,<31,
22/01/2018,2018,1,22,,-3.2,,-7.7,,-5.5,,23.5,,0,,0,,8.4,,8.8,,10,,7,,59,
23/01/2018,2018,1,23,,3.1,,-6.1,,-1.5,,19.5,,0,,2.8,,0,T,2.8,,15,,29,,67,
24/01/2018,2018,1,24,,-6.2,,-14.6,,-10.4,,28.4,,0,,0,,0,T,0,T,10,,29,,57,
25/01/2018,2018,1,25,,-10.7,,-17.6,,-14.2,,32.2,,0,,0,,0,,0,,10,,29,,37,
26/01/2018,2018,1,26,,-6.1,,-19.1,,-12.6,,30.6,,0,,0,,0,,0,,10,,10,,30,
27/01/2018,2018,1,27,,6.8,,-12.3,,-2.8,,20.8,,0,,0,T,0,,0,T,10,,19,,48,
28/01/2018,2018,1,28,,4,,-7.3,,-1.7,,19.7,,0,,0,,0,,0,,9,,27,,44,
29/01/2018,2018,1,29,,-6.6,,-11.7,,-9.2,,27.2,,0,,0,,0,,0,,8,,,,<31,
30/01/2018,2018,1,30,,-8.8,,-16.7,,-12.8,,30.8,,0,,0,,0,T,0,,8,,34,,33,
31/01/2018,2018,1,31,,-10.7,,-20.6,,-15.7,,33.7,,0,,0,,5.2,,4.8,,8,,8,,30,
01/02/2018,2018,2,1,,5,,-11.7,,-3.4,,21.4,,0,,0,,0.2,,0,T,12,,30,,56,
02/02/2018,2018,2,2,,-11.7,,-20.3,,-16,,34,,0,,0,,0,,0,,10,,29,,41,
03/02/2018,2018,2,3,,-6.6,,-19.4,,-13,,31,,0,,0,,3,,2.4,,10,,24,,33,
04/02/2018,2018,2,4,,0.5,,-7.5,,-3.5,,21.5,,0,,,M,12,,5.2,,13,,20,,37,
05/02/2018,2018,2,5,,-7.3,,-16.4,,-11.9,,29.9,,0,,0,,1,,0.4,,21,,29,,52,
06/02/2018,2018,2,6,,-5.6,,-16.9,,-11.3,,29.3,,0,,0,,0.6,,1,,21,,27,,30,
07/02/2018,2018,2,7,,-8.8,,-17.4,,-13.1,,31.1,,0,,0,,7.6,,6.2,,20,,5,,35,
08/02/2018,2018,2,8,,-6.4,,-21.1,,-13.8,,31.8,,0,,0,,0,T,0,T,26,,24,,32,
09/02/2018,2018,2,9,,-6.3,,-16.6,,-11.5,,29.5,,0,,0.4,,2.4,,1.6,,26,,4,,33,
10/02/2018,2018,2,10,,-5.2,,-9.2,,-7.2,,25.2,,0,,0,,5,,4,,28,,,,<31,
11/02/2018,2018,2,11,,-2.5,,-10.7,,-6.6,,24.6,,0,,3,,0.4,,3.8,,31,,7,,44,
12/02/2018,2018,2,12,,-4.4,,-14.8,,-9.6,,27.6,,0,,0,,0,,0,,30,,27,,43,
13/02/2018,2018,2,13,,-6.6,,-20.4,,-13.5,,31.5,,0,,0,,0,,0,,30,,,,<31,
14/02/2018,2018,2,14,,5.1,,-10.4,,-2.7,,20.7,,0,,0,,0,,0,,30,,21,,48,
15/02/2018,2018,2,15,,5.8,,-4.5,,0.7,,17.3,,0,,0.8,,0,,0.8,,25,,23,,35,
16/02/2018,2018,2,16,,3.4,,-11.2,,-3.9,,21.9,,0,,0.2,,0,T,0.2,,18,,31,,46,
17/02/2018,2018,2,17,,-2.3,,-14.3,,-8.3,,26.3,,0,,0,,0,,0,,17,,21,,33,
18/02/2018,2018,2,18,,2.7,,-6.9,,-2.1,,20.1,,0,,0,,0.4,,0,T,16,,20,,30,
19/02/2018,2018,2,19,,6.6,,-5.1,,0.8,,17.2,,0,,4.2,,0,,4.2,,14,,19,,35,
20/02/2018,2018,2,20,,2.1,,0.6,,1.4,,16.6,,0,,13.6,,0,,13.6,,8,,,,<31,
21/02/2018,2018,2,21,,9.2,,-2.7,,3.3,,14.7,,0,,3.8,,0,,3.8,,6,,31,,50,
22/02/2018,2018,2,22,,-2.5,,-7.1,,-4.8,,22.8,,0,,0,,0,,0,,4,,,,<31,
23/02/2018,2018,2,23,,2.8,,-7,,-2.1,,20.1,,0,,5.4,,0,,5.4,,4,,9,,35,
24/02/2018,2018,2,24,,2.8,,-2.9,,-0.1,,18.1,,0,,0,,0,,0,,4,,28,,41,
25/02/2018,2018,2,25,,7.7,,-3.8,,2,,16,,0,,3.4,,1,,4,,4,,8,,54,
26/02/2018,2018,2,26,,4.3,,-1.2,,1.6,,16.4,,0,,0,,0,,0,,2,,29,,41,
27/02/2018,2018,2,27,,9.1,,-4.2,,2.5,,15.5,,0,,0,,0,,0,,1,,22,,39,
28/02/2018,2018,2,28,,9.9,,1,,5.5,,12.5,,0,,0,,0,,0,,0,T,4,,32,
01/03/2018,2018,3,1,,5.7,,-1.2,,2.3,,15.7,,0,,0,,0,,0,,0,T,5,,39,
02/03/2018,2018,3,2,,0.8,,-1.4,,-0.3,,18.3,,0,,0,,0.6,,0.4,,0,T,1,,46,
03/03/2018,2018,3,3,,2.8,,-1.9,,0.5,,17.5,,0,,0,,1.4,,0.8,,2,,33,,43,
04/03/2018,2018,3,4,,1.2,,-3.4,,-1.1,,19.1,,0,,0,,1.2,,0.8,,0,T,32,,52,
05/03/2018,2018,3,5,,2.1,,-4.5,,-1.2,,19.2,,0,,0,,0,T,0,T,0,T,35,,37,
06/03/2018,2018,3,6,,0.8,,-1.7,,-0.5,,18.5,,0,,0,,0,,0,,0,T,7,,43,
07/03/2018,2018,3,7,,0,,-2.5,,-1.3,,19.3,,0,,0,,3.2,,2.8,,2,,6,,43,
08/03/2018,2018,3,8,,-1.4,,-3.5,,-2.5,,20.5,,0,,0,,7.2,,7.2,,2,,,,<31,
09/03/2018,2018,3,9,,0.8,,-5.3,,-2.3,,20.3,,0,,0,,4,,3.4,,8,,,,<31,
10/03/2018,2018,3,10,,0.7,,-5.3,,-2.3,,20.3,,0,,0,,0,T,0,T,8,,28,,44,
11/03/2018,2018,3,11,,0.5,,-4.2,,-1.9,,19.9,,0,,0,,0,T,0,T,7,,29,,35,
12/03/2018,2018,3,12,,1.2,,-6.4,,-2.6,,20.6,,0,,0,,1.2,,0.8,,6,,,,<31,
13/03/2018,2018,3,13,,-0.3,,-1.8,,-1.1,,19.1,,0,,0,,10.2,,9.2,,6,,5,,43,
14/03/2018,2018,3,14,,1,,-2.5,,-0.8,,18.8,,0,,0,,7.8,,8.2,,15,,30,,50,
15/03/2018,2018,3,15,,1.5,,-5.4,,-2,,20,,0,,0,,0,T,0,T,15,,31,,48,
16/03/2018,2018,3,16,,-4.4,,-9.9,,-7.2,,25.2,,0,,0,,0,T,0,T,14,,29,,56,
17/03/2018,2018,3,17,,-7.6,,-14,,-10.8,,28.8,,0,,0,,0,,0,,14,,31,,57,
